,Name,age,footed,height,weight,current_club,League,Tier,FW,MF,DF
311,Borja Mayoral,27.0,Right,181.0,68.0,Getafe,La Liga,1,1,0,0
312,Boubacar Kamara,24.0,Right,178.0,68.0,Aston Villa,Premier League,1,0,1,1
313,Boubacar Traoré,23.0,Right,175.0,67.0,Wolves,Premier League,1,0,1,0
314,Boubakary Soumaré,25.0,Right,188.0,82.0,Leicester City,Premier League,1,0,1,0
315,Boulaye Dia,27.0,Right,180.0,74.0,Lazio,Serie A,1,1,0,0
316,Bouna Sarr,,Right,177.0,64.0,Bayern Munich,Bundesliga,1,0,1,1
317,Bradley Barcola,22.0,,188.0,63.0,Paris S-G,Ligue 1,1,1,1,0
318,Bradley Ibrahim,19.0,,,,Arsenal,PL2,6,0,1,0
319,Bradley Locko,22.0,Left,180.0,64.0,Brest,Ligue 1,1,0,0,1
320,Brahim Díaz,25.0,Right,170.0,69.0,Real Madrid,La Liga,1,1,1,0
321,Brais Méndez,27.0,Left,184.0,76.0,Real Sociedad,La Liga,1,1,1,0
322,Brajan Gruda,20.0,,,,Mainz 05,Bundesliga,1,0,1,0
323,Brandon Aguilera,21.0,,182.0,,Rio Ave,Primeira Liga,1,0,1,0
324,Brandon Soppy,22.0,Right,181.0,79.0,Schalke 04,2,2,0,1,1
325,Braydon Manu,27.0,Both,170.0,69.0,Zwolle,Eredivisie,1,1,1,0
326,Breel Embolo,27.0,Right,185.0,71.0,Monaco,Ligue 1,1,1,1,0
327,Brendan Chardonnet,29.0,Right,181.0,73.0,Brest,Ligue 1,1,0,0,1
328,Brenden Aaronson,23.0,Right,178.0,68.0,Leeds United,Championship,2,1,1,0
329,Brennan Johnson,23.0,Right,178.0,73.0,Tottenham Hotspur,Premier League,1,1,1,0
330,Brenner,24.0,Right,190.0,69.0,Udinese,Serie A,1,1,0,0
331,Brian Bayeye,24.0,,182.0,69.0,Ascoli,Serie B,2,0,0,1
332,Brian Ocampo,25.0,Right,172.0,68.0,Cádiz,La Liga 2,2,0,1,0
333,Bruno Amione,22.0,Left,184.0,83.0,Santos,Liga MX,1,0,0,1
334,Bruno Fernandes,30.0,Right,173.0,64.0,Manchester Utd,Premier League,1,1,1,0
335,Bruno Guimarães,26.0,Right,182.0,77.0,Newcastle Utd,Premier League,1,0,1,0
336,Bruno Langa,26.0,Left,169.0,60.0,Almería,La Liga 2,2,0,0,1
337,Bruno Méndez,25.0,Right,180.0,78.0,Toluca,Liga MX,1,0,0,1
338,Bryan Cristante,29.0,Right,186.0,78.0,Roma,Serie A,1,0,1,1
339,Bryan Fiabema,21.0,,,,Lech Poznań,Ekstraklasa,1,1,0,0
340,Bryan Gil,23.0,Left,175.0,67.0,Girona,La Liga,1,1,1,0
341,Bryan Mbeumo,25.0,Left,171.0,64.0,Brentford,Premier League,1,1,1,0
342,Bryan Zaragoza,23.0,Right,,,Osasuna,La Liga,1,0,1,0
343,Bukayo Saka,23.0,Left,178.0,64.0,Arsenal,Premier League,1,1,1,1
344,Bénie Adama Traore,21.0,,175.0,64.0,Basel,Super Lg,1,1,0,0
345,CJ Egan-Riley,21.0,Right,183.0,74.0,Burnley,Championship,2,0,0,1
346,Caio Henrique Oliveira Silva,27.0,Left,178.0,69.0,Monaco,Ligue 1,1,0,1,1
347,Caleb Ekuban,30.0,Right,182.0,79.0,Genoa,Serie A,1,1,1,0
348,Caleb Okoli,23.0,,191.0,91.0,Leicester City,Premier League,1,0,0,1
349,Callum Hudson-Odoi,23.0,Right,182.0,76.0,Nott'ham Forest,Premier League,1,1,1,0
350,Callum Marshall,19.0,,,,Huddersfield,League One,3,1,0,0
351,Callum Wilson,32.0,Right,180.0,66.0,Newcastle Utd,Premier League,1,1,0,0
352,Calum Chambers,29.0,Right,183.0,77.0,Cardiff City,Championship,2,0,1,1
353,Calum Scanlon,19.0,,,,Liverpool,PL2,6,0,1,0
354,Calvin Bassey,24.0,Left,185.0,76.0,Fulham,Premier League,1,0,0,1
355,Cameron Archer,23.0,,175.0,72.0,Southampton,Premier League,1,1,0,0
356,Cameron Peupion,21.0,,175.0,69.0,Cheltenham,League One,3,0,1,0
357,Carl Starfelt,29.0,Right,185.0,83.0,Celta Vigo,La Liga,1,0,0,1
358,Carles Aleñá,26.0,Left,180.0,73.0,Getafe,La Liga,1,1,1,0
359,Carles Pérez,26.0,Left,172.0,66.0,Getafe,La Liga,1,1,1,0
360,Carlos Alcaraz,21.0,,176.0,68.0,Southampton,Premier League,1,0,1,0
361,Carlos Augusto,25.0,Left,184.0,77.0,Inter,Serie A,1,0,1,1
362,Carlos Baleba,20.0,Left,,,Brighton,Premier League,1,0,1,0
363,Carlos Benavídez,26.0,Right,185.0,76.0,Alavés,La Liga,1,0,1,0
364,Carlos Dominguez,23.0,Left,187.0,73.0,Celta Vigo,La Liga,1,0,0,1
365,Carlos Fernández,28.0,Left,188.0,77.0,Real Sociedad,La Liga,1,1,0,0
366,Carlos Neva,28.0,Left,174.0,68.0,Granada,La Liga 2,2,0,0,1
367,Carlos Romero,22.0,Left,,,Espanyol,La Liga,1,0,0,1
368,Carlos Soler,27.0,Right,183.0,72.0,Paris S-G,Ligue 1,1,0,1,0
369,Carlos Vicente,25.0,Right,,,Alavés,La Liga,1,1,1,0
370,Carlos Vinícius,29.0,Left,190.0,83.0,Galatasaray,Süper Lig,1,1,0,0
371,Carlton Morris,28.0,Left,188.0,86.0,Luton Town,Championship,2,1,1,0
372,Carmona,22.0,Right,183.0,79.0,Sevilla,La Liga,1,0,0,1
373,Carney Chukwuemeka,20.0,,182.0,69.0,Chelsea,Premier League,1,0,1,0
374,Casemiro,32.0,Right,184.0,79.0,Manchester Utd,Premier League,1,0,1,0
375,Castello Lukeba,21.0,Left,184.0,73.0,RB Leipzig,Bundesliga,1,0,0,1
376,Catena,29.0,Right,194.0,79.0,Osasuna,La Liga,1,0,0,1
377,Cauley Woodrow,29.0,Right,184.0,72.0,Luton Town,Championship,2,1,1,0
378,Cedric Zesiger,26.0,Left,191.0,79.0,Wolfsburg,Bundesliga,1,0,0,1
379,Cenk Özkacar,23.0,Left,190.0,82.0,Valladolid,La Liga,1,0,0,1
380,Cesare Casadei,21.0,,176.0,62.0,Chelsea,Premier League,1,0,1,0
381,Chadi Riad,21.0,,186.0,78.0,Crystal Palace,Premier League,1,0,0,1
382,Chancel Mbemba,30.0,Right,182.0,79.0,Marseille,Ligue 1,1,0,0,1
383,Charalambos Lykogiannis,30.0,Left,186.0,78.0,Bologna,Serie A,1,0,1,1
384,Charles De Ketelaere,23.0,Left,192.0,78.0,Atalanta,Serie A,1,1,1,0
385,Charles Sagoe Jr,20.0,,,,Shrewsbury,League One,3,1,0,0
386,Charlie Goode,29.0,Right,196.0,74.0,Stevenage,League One,3,0,0,1
387,Charlie Taylor,30.0,Left,175.0,69.0,Southampton,Premier League,1,0,0,1
388,Check Keita,21.0,,,,Charleroi,Pro League A,1,0,0,1
389,Cheick Doucouré,24.0,Right,180.0,73.0,Crystal Palace,Premier League,1,0,1,0
390,Cheick Konaté,20.0,,173.0,63.0,Clermont Foot,Ligue 2,2,0,0,1
391,Cheikh Tidiane Sabaly,25.0,Right,168.0,55.0,Metz,Ligue 2,2,1,1,0
392,Cheikhou Kouyaté,34.0,Right,193.0,79.0,Nott'ham Forest,Premier League,1,0,1,1
393,Chiedozie Ogbene,27.0,Right,177.0,71.0,Ipswich Town,Premier League,1,1,1,0
394,Chris Basham,,Right,185.0,84.0,Sheffield Utd,Premier League,1,0,1,1
395,Chris Bedia,28.0,Right,190.0,73.0,Hull City,Championship,2,1,0,0
396,Chris Führich,26.0,Right,178.0,69.0,Stuttgart,Bundesliga,1,1,1,0
397,Chris Mepham,26.0,Right,191.0,77.0,Bournemouth,Premier League,1,0,0,1
398,Chris Ramos,27.0,,,,Cádiz,La Liga 2,2,1,1,0
399,Chris Smalling,34.0,Right,194.0,89.0,Roma,Serie A,1,0,0,1
400,Chris Wood,32.0,Right,191.0,82.0,Nott'ham Forest,Premier League,1,1,0,0
401,Chrislain Matsima,22.0,Right,190.0,83.0,Clermont Foot,Ligue 1,1,0,0,1
402,Christian Dalle Mura,22.0,Right,185.0,74.0,Cosenza,Serie B,2,0,0,1
403,Christian Eriksen,32.0,Right,177.0,67.0,Manchester Utd,Premier League,1,1,1,0
404,Christian Groß,,Right,183.0,74.0,Werder Bremen,Bundesliga,1,0,1,1
405,Christian Kabasele,33.0,Right,187.0,82.0,Udinese,Serie A,1,0,0,1
406,Christian Kouamé,26.0,Right,185.0,78.0,Fiorentina,Serie A,1,1,1,0
407,Christian Kühlwetter,28.0,Both,180.0,74.0,Jahn R'burg,2,2,1,1,0
408,Christian Mawissa,19.0,,,,Monaco,Ligue 1,1,0,0,1
409,Christian Nørgaard,30.0,Right,185.0,69.0,Brentford,Premier League,1,0,1,0
410,Christian Pulisic,25.0,Right,172.0,68.0,Milan,Serie A,1,1,1,0
411,Christoph Baumgartner,25.0,Right,180.0,69.0,RB Leipzig,Bundesliga,1,1,1,0
412,Christoph Klarer,24.0,Right,191.0,82.0,Birmingham City,League One,3,0,0,1
413,Christoph Kramer,,Right,189.0,82.0,Gladbach,Bundesliga,1,0,1,0
414,Christoph Zimmermann,31.0,Right,194.0,79.0,Darmstadt 98,Bundesliga,1,0,0,1
415,Christophe Hérelle,32.0,Right,179.0,73.0,BB Bodrumspor,Süper Lig,1,0,0,1
416,Christopher Antwi-Adjei,30.0,Right,171.0,69.0,Schalke 04,2,2,1,1,0
417,Christopher Jullien,31.0,Right,195.0,82.0,Montpellier,Ligue 1,1,0,0,1
418,Christopher Lenz,,Left,181.0,81.0,RB Leipzig,Bundesliga,1,0,1,1
419,Christopher Nkunku,26.0,Right,175.0,68.0,Chelsea,Premier League,1,1,1,0
420,Christopher Operi,27.0,Left,182.0,73.0,Le Havre,Ligue 1,1,0,1,1
421,Christopher Trimmel,37.0,Right,189.0,79.0,Union Berlin,Bundesliga,1,1,1,1
422,Christopher Wooh,22.0,Right,190.0,78.0,Rennes,Ligue 1,1,0,0,1
423,Christos Kourfalidis,21.0,Right,178.0,,Cosenza,Serie B,2,0,1,0
424,Chukwubuikem Ikwuemesi,23.0,,,,OH Leuven,Pro League A,1,1,0,0
425,Cimo Röcker,30.0,Left,186.0,83.0,Hertha BSC,Bundesliga,1,0,0,1
426,Ciro Immobile,34.0,Right,185.0,78.0,Beşiktaş,Süper Lig,1,1,0,0
427,Clemens Riedel,21.0,Right,183.0,71.0,Darmstadt 98,2,2,0,0,1
428,Clinton Mata,31.0,Right,185.0,72.0,Lyon,Ligue 1,1,0,1,1
429,Clément Lenglet,29.0,Left,186.0,81.0,Aston Villa,Premier League,1,0,0,1
430,Cody Gakpo,25.0,Right,187.0,78.0,Liverpool,Premier League,1,1,1,0
431,Cole Palmer,22.0,Left,189.0,73.0,Chelsea,Premier League,1,1,1,0
432,Connor Roberts,28.0,Right,175.0,69.0,Burnley,Championship,2,0,1,1
433,Conor Bradley,21.0,Right,181.0,68.0,Liverpool,Premier League,1,0,1,1
434,Conor Coventry,24.0,Right,177.0,68.0,Charlton Ath,League One,3,0,1,0
435,Conor Gallagher,24.0,Right,182.0,73.0,Atlético Madrid,La Liga,1,0,1,0
436,Copete,24.0,Left,192.0,78.0,Mallorca,La Liga,1,0,0,1
437,Corentin Tolisso,30.0,Right,181.0,78.0,Lyon,Ligue 1,1,0,1,1
438,Craig Dawson,34.0,Right,188.0,82.0,Wolves,Premier League,1,0,0,1
439,Crespo,28.0,Right,186.0,73.0,Başakşehir,Süper Lig,1,0,1,0
440,Cristhian Mosquera,20.0,,188.0,78.0,Valencia,La Liga,1,0,0,1
441,Cristhian Stuani,37.0,Right,186.0,74.0,Girona,La Liga,1,1,1,0
442,Cristian Cásseres Jr.,24.0,Right,174.0,73.0,Toulouse,Ligue 1,1,0,1,0
443,Cristian Gamboa,34.0,Right,175.0,67.0,Bochum,Bundesliga,1,0,1,1
444,Cristian Herrera,33.0,Left,186.0,78.0,La Coruña,La Liga 2,2,1,1,0
445,Cristian Romero,26.0,Right,185.0,82.0,Tottenham Hotspur,Premier League,1,0,0,1
446,Cristiano Biraghi,32.0,Left,184.0,79.0,Fiorentina,Serie A,1,0,1,1
447,Curtis Jones,23.0,Right,185.0,72.0,Liverpool,Premier League,1,0,1,0
448,Cyle Larin,29.0,Left,188.0,86.0,Mallorca,La Liga,1,1,1,0
449,Cyril Ngonge,24.0,Left,179.0,73.0,Napoli,Serie A,1,1,1,0
450,Cédric Bakambu,33.0,Right,182.0,73.0,Betis,La Liga,1,1,0,0
451,Cédric Soares,,Right,169.0,64.0,Arsenal,Premier League,1,0,1,1
452,César Azpilicueta,35.0,Right,178.0,76.0,Atlético Madrid,La Liga,1,0,1,1
453,César Montes,27.0,Right,191.0,69.0,Almería,La Liga 2,2,0,0,1
454,César Tárrega,22.0,,193.0,77.0,Valencia,La Liga,1,0,0,1
455,Daichi Kamada,28.0,Right,180.0,72.0,Crystal Palace,Premier League,1,1,1,0
456,Daiki Hashioka,25.0,Right,182.0,73.0,Luton Town,Premier League,1,0,1,1
457,Daler Kuzyaev,31.0,Right,182.0,73.0,Le Havre,Ligue 1,1,0,1,0
458,Daley Blind,34.0,Left,180.0,72.0,Girona,La Liga,1,0,1,1
459,Daley Sinkgraven,29.0,Left,179.0,66.0,Las Palmas,La Liga,1,0,1,1
460,Damion Downs,20.0,,,,Köln,2,2,1,0,0
461,Damián Suárez,36.0,Right,172.0,64.0,Botafogo (RJ),Série A,1,0,1,1
462,Dan Burn,32.0,Left,198.0,87.0,Newcastle Utd,Premier League,1,0,0,1
463,Dan Ndoye,23.0,Right,184.0,76.0,Bologna,Serie A,1,1,1,0
464,Dan Potts,30.0,Left,173.0,69.0,Luton Town,Championship,2,0,0,1
465,Dan-Axel Zagadou,25.0,Left,196.0,89.0,Stuttgart,Bundesliga,1,0,0,1
466,Dane Scarlett,20.0,Right,180.0,76.0,Oxford United,Championship,2,1,0,0
467,Dango Ouattara,22.0,Left,172.0,71.0,Bournemouth,Premier League,1,1,1,0
468,Dani Carvajal,32.0,Right,173.0,69.0,Real Madrid,La Liga,1,0,0,1
469,Dani Ceballos,28.0,Right,176.0,64.0,Real Madrid,La Liga,1,0,1,0
470,Dani García,34.0,Right,180.0,72.0,Olympiacos,Super League,1,0,1,0
471,Dani Olmo,26.0,Right,176.0,68.0,Barcelona,La Liga,1,1,1,0
472,Dani Rodríguez,36.0,Right,178.0,71.0,Mallorca,La Liga,1,1,1,0
473,Daniel Bandeira,24.0,,,,Hellas Verona,Serie A,1,0,1,0
474,Daniel Boloca,25.0,,,,Sassuolo,Serie B,2,0,1,0
475,Daniel Gore,19.0,,,,Port Vale,League One,3,0,1,0
476,Daniel Hausmann,21.0,,,,Unterhaching U19,U19 Bundesliga,6,0,1,0
477,Daniel Jebbison,21.0,,190.0,68.0,Bournemouth,Premier League,1,1,0,0
478,Daniel Luna,21.0,,,,CD Mirandés,La Liga 2,2,0,1,0
479,Daniel Maldini,22.0,Right,186.0,77.0,Monza,Serie A,1,0,1,0
480,Daniel Muñoz,28.0,Right,183.0,79.0,Crystal Palace,Premier League,1,0,1,1
481,Daniel Samek,20.0,,184.0,79.0,Hradec Králové,Czech First League,1,0,0,1
482,Daniel Vivian,25.0,Right,183.0,83.0,Athletic Club,La Liga,1,0,0,1
483,Daniele Rugani,30.0,Right,190.0,82.0,Juventus,Serie A,1,0,0,1
484,Danilho Doekhi,26.0,Right,190.0,84.0,Union Berlin,Bundesliga,1,0,0,1
485,Danilo,33.0,Right,184.0,77.0,Juventus,Serie A,1,0,1,1
486,Danilo Cataldi,30.0,Right,180.0,69.0,Fiorentina,Serie A,1,0,1,0
487,Danilo D'Ambrosio,36.0,Right,180.0,74.0,Monza,Serie A,1,0,0,1
488,Danilo Pereira,32.0,Right,188.0,66.0,Paris S-G,Ligue 1,1,1,1,1
489,Danilo Soares,32.0,Left,170.0,72.0,Nürnberg,2,2,0,0,1
490,Danley Jean-Jacques,24.0,Right,,,Philadelphia,MLS,1,0,1,0
491,Danny Ings,32.0,Right,178.0,73.0,West Ham,Premier League,1,1,0,0
492,Danny Welbeck,33.0,Right,185.0,72.0,Brighton,Premier League,1,1,1,0
493,Danny da Costa,31.0,Right,185.0,84.0,Mainz 05,Bundesliga,1,1,1,1
494,Dante,40.0,Left,188.0,87.0,Nice,Ligue 1,1,0,0,1
495,Dany Mota,26.0,Right,180.0,73.0,Monza,Serie A,1,1,1,0
496,Dara O'Shea,25.0,Right,183.0,74.0,Burnley,Championship,2,0,0,1
497,Darko Brašanac,32.0,Right,178.0,74.0,Leganés,La Liga,1,0,1,0
498,Darko Lazović,33.0,Right,181.0,66.0,Hellas Verona,Serie A,1,1,1,1
499,Darlin Yongwa,23.0,Left,177.0,64.0,Lorient,Ligue 2,2,0,1,1
500,Darwin Machís,31.0,Right,174.0,69.0,Valladolid,La Liga,1,1,1,0
501,Darwin Núñez,25.0,Right,187.0,79.0,Liverpool,Premier League,1,1,0,0
502,David Alaba,32.0,Left,180.0,72.0,Real Madrid,La Liga,1,0,1,1
503,David Brooks,27.0,Left,177.0,69.0,Bournemouth,Premier League,1,1,1,0
504,David Datro Fofana,21.0,Right,181.0,82.0,Burnley,Premier League,1,1,0,0
505,David Deger,24.0,,,,Augsburg U19,U19 Bundesliga,6,0,1,0
506,David García,30.0,Right,185.0,69.0,Osasuna,La Liga,1,0,1,1
507,David Jurásek,24.0,Left,,,Benfica,Primeira Liga,1,0,1,0
508,David López,34.0,Right,185.0,83.0,Girona,La Liga,1,0,1,1
509,David Okereke,27.0,Right,182.0,78.0,Torino,Serie A,1,1,0,0
510,David Ozoh,19.0,,,,Derby County,Championship,2,0,1,0
511,David Pereira da Costa,23.0,Right,180.0,63.0,Lens,Ligue 1,1,1,1,0
512,David Raum,26.0,Left,180.0,74.0,RB Leipzig,Bundesliga,1,0,1,1
513,David Čolina,24.0,,,,Vejle BK,Danish Superliga,1,0,0,1
514,Davide Bettella,24.0,,180.0,,Monza,Serie A,1,0,0,1
515,Davide Biraschi,30.0,Right,182.0,73.0,Frosinone,Serie B,2,0,0,1
516,Davide Calabria,27.0,Right,176.0,69.0,Milan,Serie A,1,0,1,1
517,Davide Faraoni,32.0,Right,180.0,71.0,Hellas Verona,Serie A,1,0,1,1
518,Davide Frattesi,24.0,Right,184.0,73.0,Inter,Serie A,1,0,1,0
519,Davide Zappacosta,32.0,Right,182.0,69.0,Atalanta,Serie A,1,0,1,1
520,Davie Selke,29.0,Right,192.0,82.0,Hamburger SV,2,2,1,0,0
521,Davinson Sánchez,28.0,Right,188.0,77.0,Galatasaray,Süper Lig,1,0,0,1
522,Davy Klaassen,31.0,Right,185.0,78.0,Inter,Serie A,1,0,1,0
523,Dawid Kownacki,27.0,Right,185.0,74.0,Düsseldorf,2,2,1,1,0
524,Dayot Upamecano,25.0,Right,188.0,78.0,Bayern Munich,Bundesliga,1,0,0,1
525,Declan Rice,25.0,Right,185.0,77.0,Arsenal,Premier League,1,0,1,1
526,Deiver Machado,31.0,Left,172.0,69.0,Lens,Ligue 1,1,0,1,1
527,Deivid Washington,19.0,,184.0,,Chelsea,PL2,6,1,0,0
528,Dejan Kulusevski,24.0,Left,186.0,74.0,Tottenham Hotspur,Premier League,1,1,1,0
529,Dejan Ljubicic,26.0,Right,186.0,78.0,Köln,2,2,0,1,0
530,Dejan Lovren,35.0,Right,188.0,83.0,Lyon,Ligue 1,1,0,0,1
531,Demba Seck,23.0,,190.0,76.0,Catanzaro,Serie B,2,1,0,0
532,Dembo Sylla,21.0,,,,Lorient,Ligue 1,1,0,1,0
533,Denis Huseinbasic,23.0,,178.0,73.0,Köln,2,2,0,1,0
534,Denis Suárez,30.0,Right,181.0,72.0,Villarreal,La Liga,1,0,1,0
535,Denis Thomalla,32.0,Right,186.0,69.0,Heidenheim,Bundesliga,1,1,1,0
536,Denis Zakaria,27.0,Right,191.0,76.0,Monaco,Ligue 1,1,0,1,0
537,Deniz Undav,28.0,Both,178.0,86.0,Stuttgart,Bundesliga,1,1,0,0
538,Dennis Geiger,26.0,Right,172.0,64.0,Hoffenheim,Bundesliga,1,0,1,0
539,Denzel Dumfries,28.0,Right,188.0,79.0,Inter,Serie A,1,0,1,1
540,Destiny Udogie,21.0,Left,187.0,73.0,Tottenham Hotspur,Premier League,1,0,1,1
541,Detlef Osong,19.0,,,,Rotherham Utd,League One,3,1,0,0
542,Devan Tanton,20.0,,,,Chesterfield,League Two,4,0,0,1
543,Diadie Samassékou,28.0,Right,175.0,68.0,Hoffenheim,Bundesliga,1,0,1,0
544,Diego Carlos,31.0,Right,185.0,78.0,Aston Villa,Premier League,1,0,0,1
545,Diego Coppola,20.0,Right,192.0,82.0,Hellas Verona,Serie A,1,0,0,1
546,Diego Llorente,31.0,Right,185.0,73.0,Betis,La Liga,1,0,0,1
547,Diego López,22.0,,172.0,63.0,Valencia,La Liga,1,0,1,0
548,Diego Rico,31.0,Left,181.0,74.0,Getafe,La Liga,1,0,0,1
549,Dilane Bakwa,22.0,Left,177.0,63.0,Strasbourg,Ligue 1,1,1,1,0
550,Dimitri Foulquier,31.0,Right,183.0,77.0,Valencia,La Liga,1,0,1,1
551,Dimitrije Kamenović,24.0,,188.0,83.0,Yverdon-Sport,Super Lg,1,0,0,1
552,Dimitris Limnios,26.0,Right,179.0,68.0,Panathinaikos,Super League,1,1,1,0
553,Diogo Dalot,25.0,Right,184.0,76.0,Manchester Utd,Premier League,1,0,0,1
554,Diogo Jota,27.0,Right,178.0,69.0,Liverpool,Premier League,1,1,1,0
555,Diogo Leite,25.0,Left,184.0,82.0,Union Berlin,Bundesliga,1,0,0,1
556,Dion Drena Beljo,22.0,,195.0,84.0,Rapid Wien,Bundesliga,1,1,0,0
557,Dion Lopy,22.0,Right,186.0,78.0,Almería,La Liga 2,2,0,1,0
558,Dion Moise Sahi,22.0,Left,175.0,69.0,Strasbourg,Ligue 1,1,1,0,0
559,Divin Mubama,,Left,183.0,69.0,West Ham United,PL2,6,1,0,0
560,Divock Origi,29.0,Right,186.0,74.0,Nott'ham Forest,Premier League,1,1,1,0
561,Djed Spence,24.0,Right,183.0,77.0,Tottenham Hotspur,Premier League,1,0,1,1
562,Djené,32.0,Right,178.0,71.0,Getafe,La Liga,1,0,0,1
563,Djibril Sow,27.0,Right,184.0,77.0,Sevilla,La Liga,1,0,1,0
564,Dodi Lukebakio,26.0,Left,184.0,77.0,Sevilla,La Liga,1,1,1,0
565,Dodô,25.0,Right,166.0,68.0,Fiorentina,Serie A,1,0,0,1
566,Domagoj Bradarić,24.0,Left,178.0,73.0,Hellas Verona,Serie A,1,0,1,1
567,Domenico Berardi,30.0,Left,183.0,72.0,Sassuolo,Serie A,1,1,1,0
568,Domingos Duarte,29.0,Right,191.0,78.0,Getafe,La Liga,1,0,0,1
569,Domingos Quina,24.0,Right,173.0,64.0,Vizela,Primeira Liga,1,0,1,0
570,Dominic Calvert-Lewin,27.0,Right,189.0,63.0,Everton,Premier League,1,1,1,0
571,Dominic Solanke,26.0,Right,187.0,74.0,Tottenham Hotspur,Premier League,1,1,0,0
572,Dominik Kohr,30.0,Right,193.0,74.0,Mainz 05,Bundesliga,1,0,1,1
573,Dominik Szoboszlai,23.0,Right,186.0,73.0,Liverpool,Premier League,1,1,1,0
574,Dominique Heintz,31.0,Left,189.0,87.0,Köln,2,2,0,0,1
575,Donny van de Beek,27.0,Right,181.0,76.0,Girona,La Liga,1,0,1,0
576,Donyell Malen,25.0,Right,179.0,78.0,Dortmund,Bundesliga,1,1,1,0
577,Douglas,27.0,Left,173.0,68.0,Nantes,Ligue 1,1,0,1,0
578,Douglas Luiz,26.0,Right,178.0,66.0,Juventus,Serie A,1,0,1,0
579,Duje Ćaleta-Car,27.0,Right,188.0,78.0,Lyon,Ligue 1,1,0,0,1
580,Duván Zapata,33.0,Right,186.0,79.0,Torino,Serie A,1,1,0,0
581,Dušan Vlahović,24.0,Left,190.0,83.0,Juventus,Serie A,1,1,0,0
582,Dwight McNeil,24.0,Left,177.0,72.0,Everton,Premier League,1,1,1,0
583,Dylan Bronn,29.0,Right,185.0,76.0,Salernitana,Serie B,2,0,0,1
584,Désiré Doué,19.0,Right,178.0,,Paris S-G,Ligue 1,1,0,1,0
585,Dženan Pejčinović,19.0,,188.0,78.0,Düsseldorf,2,2,0,0,1
586,Eberechi Eze,26.0,Right,173.0,69.0,Crystal Palace,Premier League,1,1,1,0
587,Eddie Nketiah,25.0,Right,175.0,66.0,Arsenal,Premier League,1,1,0,0
588,Edimilson Fernandes,28.0,Right,190.0,69.0,Mainz 05,Bundesliga,1,0,1,1
589,Edmond Tapsoba,25.0,Right,190.0,79.0,Leverkusen,Bundesliga,1,0,0,1
590,Edoardo Bove,22.0,Right,171.0,60.0,Fiorentina,Serie A,1,0,1,0
591,Edoardo Goldaniga,30.0,Right,193.0,87.0,Como,Serie A,1,0,0,1
592,Edon Zhegrova,25.0,Left,181.0,66.0,Lille,Ligue 1,1,1,1,0
593,Edson Álvarez,26.0,Right,185.0,71.0,West Ham,Premier League,1,0,1,1
594,Eduard Sobol,29.0,Left,186.0,73.0,Strasbourg,Ligue 1,1,0,1,1
595,Eduardo Camavinga,21.0,Left,182.0,68.0,Real Madrid,La Liga,1,0,1,0
596,El Bilal Touré,22.0,Right,185.0,78.0,Stuttgart,Bundesliga,1,1,0,0
597,Elba Rashani,31.0,Left,181.0,68.0,Elche,La Liga 2,2,1,1,0
598,Eldor Shomurodov,29.0,Right,182.0,71.0,Roma,Serie A,1,1,0,0
599,Eli Junior Kroupi,18.0,,,,Lorient,Ligue 2,2,0,1,0
600,Elias Bakatukanda,20.0,,,,Köln,2,2,0,1,0
601,Elias Baum,18.0,,,,Elversberg,2,2,0,0,1
602,Eliesse Ben Seghir,19.0,Right,,,Monaco,Ligue 1,1,1,0,0
603,Elif Elmas,24.0,Right,182.0,68.0,RB Leipzig,Bundesliga,1,1,1,0
604,Elijah Campbell,20.0,,182.0,,Ross County,Premiership,1,0,0,1
605,Elio Capradossi,28.0,Both,181.0,73.0,Calcio Lecco 1912,Serie B,2,0,0,1
606,Eliot Matazo,22.0,Right,174.0,72.0,Antwerp,Pro League A,1,0,1,0
607,Elliot Anderson,21.0,Right,179.0,72.0,Nott'ham Forest,Premier League,1,0,1,0
608,Ellyes Skhiri,29.0,Right,184.0,68.0,Eint Frankfurt,Bundesliga,1,0,1,0
609,Elseid Hysaj,30.0,Right,182.0,74.0,Lazio,Serie A,1,0,0,1
610,Elvis Rexhbeçaj,26.0,Left,182.0,73.0,Augsburg,Bundesliga,1,0,1,0
611,Elye Wahi,21.0,Right,178.0,69.0,Marseille,Ligue 1,1,1,0,0
612,Emanuel Emegha,21.0,Both,195.0,84.0,Strasbourg,Ligue 1,1,1,0,0
613,Emanuel Vignato,24.0,Right,175.0,68.0,Pisa,Serie B,2,1,1,0
614,Emanuele Valeri,25.0,Left,180.0,78.0,Parma,Serie A,1,0,1,1
615,Emerson,25.0,Right,183.0,76.0,Milan,Serie A,1,0,1,1
616,Emerson Palmieri,30.0,Left,176.0,63.0,West Ham,Premier League,1,0,1,1
617,Emil Bohinen,25.0,Left,185.0,73.0,Genoa,Serie A,1,0,1,0
618,Emil Ceide,23.0,Right,175.0,73.0,Rosenborg,Eliteserien,1,1,0,0
619,Emil Forsberg,32.0,Right,178.0,73.0,NY Red Bulls,MLS,1,1,1,0
620,Emil Krafth,30.0,Right,181.0,78.0,Newcastle Utd,Premier League,1,0,0,1
621,Emile Smith Rowe,24.0,Right,182.0,72.0,Fulham,Premier League,1,1,1,0
622,Emiliano Marcondes,,Right,183.0,74.0,Hibernian,Premiership,1,1,1,0
